,TweetSentence,annotation,calai_candidates,entry_batch,hashtags,phase1CandidateList,phase1Candidates,ritter_candidates,sentID,stanford_candidates,start_time,tweetID,user
2807,Camila durante a performance de Bad Things no,[],,0.0,WangoTango,['Bad Things'],Bad Things::*5*6*||,,0,,2019-01-27 15:38:45.587130,1821,lvarezAntonelad
2808,Katy Perry Performing  at  @katyperry @1027KIISFM 💅🏻,[],,0.0,"BonAppetit, WangoTango",['Katy Perry Performing'],Katy Perry Performing::*0*1*2*||,,0,,2019-01-27 15:38:45.587780,1822,slayprismatic
2809,"Another video of ""Slow Hands"" tonight and the crowd singing along.",[],,0.0,WangoTango,['Slow Hands'],Slow Hands::*3*4*||,,0,,2019-01-27 15:38:45.588239,1823,kamryn_307
2810,Miley backstage at,[],,0.0,WangoTango,[],,,0,,2019-01-27 15:38:45.588792,1824,lipsoflauren
2811,I just noticed that @Zedd is in the  and @LiamPayne is also there ...,[],,0.0,WangoTango,[],,,0,,2019-01-27 15:38:45.589053,1825,StrongforShawn_
2812,"Do you have a little surprise, Payne?",[],,0.0,WangoTango,['Payne'],Payne::*6*||,,1,,2019-01-27 15:38:45.589053,1825,StrongforShawn_
2813,👀👀👀👀,[],,0.0,WangoTango,[],,,2,,2019-01-27 15:38:45.589053,1825,StrongforShawn_
2814,Miley was seen rehearsing Jolene earlier so we can confirm she will be singing Jolene-,[],,0.0,WangoTango,"['Jolene', 'Jolene']",Jolene::*4*||Jolene::*14*||,,0,,2019-01-27 15:38:45.589912,1826,macaronileoni
2815,I'M SO HERE FOR THIS!!,[],,0.0,nan,[],nan,,0,,2019-01-27 15:38:45.590670,1827,lou18harry
2816,RT @CCabelloNews: Camila with @tanyarad on @1027KIISFM's Snapchat story,[],,0.0,wangotango,"['Camila', 'Snapchat']",Camila::*2*||Snapchat::*7*||,,0,,2019-01-27 15:38:45.590845,1828,CamilaDailyMX
2817,THE INTRO,[],,0.0,nan,[],nan,,0,,2019-01-27 15:38:45.591500,1829,inkfreeskin
2818,"Wait, y'all stan this?",[],,0.0,nan,[],,,0,,2019-01-27 15:38:45.591657,1830,shadesofteddy
2819,Love you @HaileeSteinfeld!!!,[],,0.0,WangoTango,[],,,0,,2019-01-27 15:38:45.591973,1831,Mendes_franta
2820,Can't wait to see you perform later at,[],,0.0,WangoTango,[],,,1,,2019-01-27 15:38:45.591973,1831,Mendes_franta
2821,This is everything!,[],,0.0,WangoTango,[],nan,,0,,2019-01-27 15:38:45.592550,1832,Rosi_FD
2822,&lt;3 &lt;3,[],,0.0,WangoTango,[],,,1,,2019-01-27 15:38:45.592550,1832,Rosi_FD
2823,Gang's all here getting ready to broadcast these artist interviews for you!,[],,0.0,WangoTango,[],,,0,,2019-01-27 15:38:45.592857,1833,captain_smores
2824,in full force,[],,0.0,WangoTango,[],,,1,,2019-01-27 15:38:45.592857,1833,captain_smores
2825,Is BSB's set going to be just as long as M5's?,[],,0.0,WangoTango,"[""BSB's"", ""M5's""]",BSB's::*1*||M5's::*10*||,,0,,2019-01-27 15:38:45.593401,1834,devonkosa
2826,Camila no backstage do,[],,0.0,"WangoTango, PREMIOSMTVMIAW, MTVINSTAGLCABELLO",[],,,0,,2019-01-27 15:38:45.594130,1835,5hot5_4ever
2827,Niall no,[],,0.0,WangoTango,[],nan,,0,,2019-01-27 15:38:45.594453,1836,dobrevbrieen
2828,This girl is flawless,[],,0.0,WangoTango,[],,,0,,2019-01-27 15:38:45.594651,1837,javierlorenzo75
2829,Liam!,[],,0.0,WangoTango,[],nan,,0,,2019-01-27 15:38:45.594911,1838,xXTwinFlamesXx
2830,@NiallOfficial @1027KIISFM @iHeartRadio you do know I lost my voice there by screaming loud at  but damn it was good,[],,0.0,WangoTango,[],,,0,,2019-01-27 15:38:45.595100,1839,__princessxella
2831,Wowwww adam woww @adamlevine I love youuu por siempreeeee !,[],,0.0,WangoTango,[],,,0,,2019-01-27 15:38:45.595645,1840,NicolleCure93
2832,Top 5:,[],,0.0,"UFC211, WangoTango",[],nan,,0,,2019-01-27 15:38:45.596039,1841,Trends5UK
2833,1:,[],,0.0,"UFC211, WangoTango",[],nan,,1,,2019-01-27 15:38:45.596039,1841,Trends5UK
2834,2: Woodley +9,[],,0.0,"UFC211, WangoTango",['Woodley'],Woodley::*1*||,,2,,2019-01-27 15:38:45.596039,1841,Trends5UK
2835,3:,[],,0.0,"UFC211, WangoTango",[],nan,,3,,2019-01-27 15:38:45.596039,1841,Trends5UK
2836,4: Kate Bush,[],,0.0,"UFC211, WangoTango",[],nan,,4,,2019-01-27 15:38:45.596039,1841,Trends5UK
2837,5: Leeds Bradford Airport,[],,0.0,"UFC211, WangoTango",[],nan,,5,,2019-01-27 15:38:45.596039,1841,Trends5UK
2838,"Adam Levine's New Girlfriend ,,,",[],,0.0,"adamlevine, cutetoddler, WangoTango, UFC211","[""Adam Levine's New Girlfriend""]",Adam Levine's New Girlfriend::*0*1*2*3*||,,0,,2019-01-27 15:38:45.596799,1842,bernade88851079
2839,Queen 👑,[],,0.0,nan,[],,,0,,2019-01-27 15:38:45.597268,1843,Niall_OneDGT
2840,Another throwback to when Zayn did THAT at .,[],,0.0,WangoTango,['Zayn'],Zayn::*4*||,,0,,2019-01-27 15:38:45.597517,1844,cruelfan1
2841,"The start of an amazing, record-breaking career!",[],,0.0,WangoTango,[],,,1,,2019-01-27 15:38:45.597517,1844,cruelfan1
2842,Yeezy Yeezy what's good it's ya boi Max b,[],,0.0,WangoTango,"['Yeezy Yeezy', 'Max']",Yeezy Yeezy::*0*1*||Max::*7*||,,0,,2019-01-27 15:38:45.598240,1845,SirLoinSerrano
2843,LIAM AND NIALL LIAM AND NIALL @LIAMPAYNE @NIALLOFFICIAL NIALL  NIALL LIAM NIALL LIAM NIALL LIAM NIALL LIAM NIALL LIAM NIALL LIAM,[],,0.0,WANGOTANGO,[],nan,,0,,2019-01-27 15:38:45.598846,1846,liamschocochips
2844,IF LIAM PERFORMS WITH ZEDD,[],,0.0,WangoTango,[],nan,,0,,2019-01-27 15:38:45.598988,1847,devonkosa
2845,The beautiful @noahcyrus 😍can't wait to see you on our  main stage!,[],,0.0,WangoTango,[],,,0,,2019-01-27 15:38:45.599117,1848,captain_smores
2846,Camila no Snapchat da @1027KIISFM,[],,0.0,WangoTango,['Snapchat'],Snapchat::*2*||,,0,,2019-01-27 15:38:45.599560,1849,5Hdestinylove
2847,Niall is so fast deleting his tweet.,[],,0.0,WangoTango,[],,,0,,2019-01-27 15:38:45.599942,1850,eriLS96
2848,"Funny Puppy Drinking Milk and Falling in It ,,,",[],,0.0,"funnypuppy, adorablepuppy, WangoTango, UFC211","['Funny Puppy Drinking Milk', 'Falling']",Funny Puppy Drinking Milk::*0*1*2*3*||Falling::*5*||,,0,,2019-01-27 15:38:45.600292,1851,gordonh76599702
2849,fuck me i love her,[],,0.0,nan,[],nan,,0,,2019-01-27 15:38:45.600983,1852,hfkbeth
2850,Camila on 's yellow carpet.,[],,0.0,"WangoTango, PREMIOSMTVMIAW, MTVINSTAGLCABELLO",[],,,0,,2019-01-27 15:38:45.601117,1853,garciacabello2
2851,"Live from 102.7 KIIS FM's , watch @halsey perform ""Eyes Closed"" off her sophomore album ""hopeless founta…",[],,0.0,WangoTango,"[""102.7 KIIS FM's"", 'Eyes Closed']",102.7 KIIS FM's::*2*3*4*||Eyes Closed::*9*10*||,,0,,2019-01-27 15:38:45.601513,1854,thrillsbailey
2852,Camila on stage at,[],,0.0,WangoTango,[],,,0,,2019-01-27 15:38:45.602407,1855,SELTONROLLINS
2853,"Lovely Owls ,,,",[],,0.0,"Funnyanimal, funnyowl, WangoTango, UFC211",['Lovely Owls'],Lovely Owls::*0*1*||,,0,,2019-01-27 15:38:45.602831,1856,lucasbaker7371
2854,Niall hoy cantando 'This Town' en,[],,0.0,WangoTango,['This Town'],This Town::*3*4*||,,0,,2019-01-27 15:38:45.603199,1857,addictederick
2855,Power tweet guys!,[],,0.0,ALDUBMaineEventDFP30,[],,,0,,2019-01-27 15:38:45.603627,1858,RachelDWhitesi2
2856,Cute Miley fanpics backstage!,[],,0.0,WangoTango,['Cute Miley'],Cute Miley::*0*1*||,,0,,2019-01-27 15:38:45.603873,1859,DianaMailen2
2857,", Niall  【FR:37.7t/m】",[],,0.0,WangoTango,"['Niall 【FR', '37.7t']",Niall 【FR::*1*2*||37.7t::*3*||,,0,,2019-01-27 15:38:45.604306,1860,trend_words_en
2858,legend only,[],,0.0,WangoTango,[],nan,,0,,2019-01-27 15:38:45.604835,1861,ilysmccabello
2859,@WorldNotes1D Did Niall have the best performance of the night?,[],,0.0,nan,['Niall'],Niall::*2*||,,0,,2019-01-27 15:38:45.604970,1862,PopPoIls
2860,She's here she's here!,[],,0.0,WangoTango,[],nan,,0,,2019-01-27 15:38:45.605478,1863,captain_smores
2861,Who's ready to see @imjmichaels tonight?,[],,0.0,WangoTango,[],,,1,,2019-01-27 15:38:45.605478,1863,captain_smores
2862,LOOK AT HER ☹️,[],,0.0,nan,[],nan,,0,,2019-01-27 15:38:45.605920,1864,alessiaskiwi
2863,"Crazy Raccoon Gosha Loves Washing Everything ,,,",[],,0.0,"raccoon, raccoonwashing, WangoTango, UFC211",['Crazy Raccoon Gosha Loves Washing'],Crazy Raccoon Gosha Loves Washing::*0*1*2*3*4*||,,0,,2019-01-27 15:38:45.606056,1865,sebastianmack14
2864,@TeamMileyyLA Best performance?,[],,0.0,nan,['Best'],Best::*1*||,,0,,2019-01-27 15:38:45.606546,1866,PopPoIls
2865,New music from @NiallOfficial 🙌🏼🙌🏼🙌🏼,[],,0.0,WangoTango,[],,,0,,2019-01-27 15:38:45.606938,1867,LuckyDeviani
2866,WHAAAAAAATTTTTTT,[],,0.0,nan,[],nan,,0,,2019-01-27 15:38:45.607243,1868,shiningstar324
2867,Loving @noahcyrus at  with her new single,[],,0.0,"WangoTango, StayTogether",[],,,0,,2019-01-27 15:38:45.607380,1869,captain_smores
2868,on stage now,[],,0.0,"maroon5, WangoTango",[],nan,,0,,2019-01-27 15:38:45.607711,1870,MVanterpool
2869,"@NiallOfficial @LiamPayne Niall no backstage do , em San Diego.",[],,0.0,WangoTango,"['Niall', 'San Diego']",Niall::*2*||San Diego::*8*9*||,,0,,2019-01-27 15:38:45.607845,1871,Team1D_Family
2870,(13/05),[],,0.0,WangoTango,[],,,1,,2019-01-27 15:38:45.607845,1871,Team1D_Family
2871,"What can I say, it's complicated  @Camila_Cabello @machinegunkelly",[],,0.0,wangotango,[],,,0,,2019-01-27 15:38:45.608744,1872,nathalia9901
2872,BABY YOU'RE A FIREWORK 🎇🎇🎇 @katyperry  Watch live:,[],,0.0,WangoTango,"['FIREWORK', 'Watch']",FIREWORK::*3*||Watch::*6*||,,0,,2019-01-27 15:38:45.609117,1873,slayprismatic
2873,this ain't right he's supposed to be up there with him,[],,0.0,nan,[],nan,,0,,2019-01-27 15:38:45.609785,1874,littIman
2874,Camila on the  yellow carpet.,[],,0.0,WangoTango,[],,,0,,2019-01-27 15:38:45.609983,1875,francy_lolo
2875,Katy baby no what is you doing???!!,[],,0.0,nan,[],,,0,,2019-01-27 15:38:45.610394,1876,casschrysler
2876,😷 my ears,[],,0.0,nan,[],,,1,,2019-01-27 15:38:45.610394,1876,casschrysler
2877,@aaroncarter is back 🙌🏼🙌🏼🙌🏼,[],,0.0,WangoTango,[],nan,,0,,2019-01-27 15:38:45.610876,1877,NJHLove93
2878,Look whose dressing rooms we found 🤗,[],,0.0,WangoTango,[],,,0,,2019-01-27 15:38:45.611042,1878,gabii97_leal
2879,Camila blowing kisses on the  yellow carpet 😘 | @iHeartRadio,[],,0.0,WangoTango,[],,,0,,2019-01-27 15:38:45.611362,1879,Mitzi_Quiroz
2880,@SofiaCarson via @favecelebz instagram stories at   How can one person be so perfect?,[],,0.0,WangoTango,[],,,0,,2019-01-27 15:38:45.611751,1880,SofiaCarson_JLS
2881,She is stunning.,[],,0.0,WangoTango,[],,,1,,2019-01-27 15:38:45.611751,1880,SofiaCarson_JLS
2882,Love her,[],,0.0,WangoTango,[],nan,,2,,2019-01-27 15:38:45.611751,1880,SofiaCarson_JLS
2883,@1027KIISFM,[],,0.0,WangoTango,[],,,3,,2019-01-27 15:38:45.611751,1880,SofiaCarson_JLS
2884,Hailee Steinfeld performs onstage during 102.7 KIIS FM's 2017  on May 13 in California.,[],,0.0,WangoTango,['Hailee Steinfeld'],Hailee Steinfeld::*0*1*||,,0,,2019-01-27 15:38:45.612423,1881,SummerBowden4
2885,@sofiacarson looking gorgeous at  today!,[],,0.0,WangoTango,[],nan,,0,,2019-01-27 15:38:45.613390,1882,danniel_mtz98
2886,❤️,[],,0.0,WangoTango,[],nan,,1,,2019-01-27 15:38:45.613390,1882,danniel_mtz98
2887,Niall en el  😍😍,[],,0.0,WangoTango,[],,,0,,2019-01-27 15:38:45.613642,1883,we_ndoly
2888,Hailee Steinfeld and Machine Gun Kelly perform onstage during 102.7 KIIS FM's 2017  on May 13 in Califor…,[],,0.0,WangoTango,"['Hailee Steinfeld', 'Machine Gun Kelly']",Hailee Steinfeld::*0*1*||Machine Gun Kelly::*3*4*5*||,,0,,2019-01-27 15:38:45.613920,1884,RizelleAubrey
2889,@aaroncarter is up next at our  Village.,[],,0.0,WangoTango,['Village'],Village::*6*||,,0,,2019-01-27 15:38:45.614877,1885,NJHLove93
2890,LIAM EN  .,[],,0.0,WANGOTANGO,[],nan,,0,,2019-01-27 15:38:45.615381,1886,NEIDA_1D200
2891,-CT♡,[],,0.0,WANGOTANGO,[],nan,,1,,2019-01-27 15:38:45.615381,1886,NEIDA_1D200
2892,AWWW!,[],,0.0,WangoTango,[],nan,,0,,2019-01-27 15:38:45.615568,1887,buterabelxo
2893,@MileyCyrus &amp; @noahcyrus surprised their mom with a birthday cake at !,[],,0.0,WangoTango,[],,,1,,2019-01-27 15:38:45.615568,1887,buterabelxo
2894,Camila's M&amp;G on,[],,0.0,"WangoTango, PREMIOSMTVMIAW, MTVINSTAGLCABELLO",[],nan,,0,,2019-01-27 15:38:45.616092,1888,garciacabello2
2895,Today is  She's going to make another incredible performance!,[],,0.0,"WangoTango, PREMIOSMTVMIAW",[],,,0,,2019-01-27 15:38:45.616321,1889,TifanyBelleth
2896,Go @Camila_Cabello FLACA,[],,0.0,"WangoTango, PREMIOSMTVMIAW",['FLACA'],FLACA::*2*||,,1,,2019-01-27 15:38:45.616321,1889,TifanyBelleth
2897,"Niall performing at 102.7 KIIS FM’s 2017  •May 13th, 2017!",[],,0.0,WangoTango,['102.7 KIIS FM'],102.7 KIIS FM::*3*4*5*||,,0,,2019-01-27 15:38:45.617025,1890,LouisTommo1DUK
2898,/isa,[],,0.0,WangoTango,[],,,1,,2019-01-27 15:38:45.617025,1890,LouisTommo1DUK
2899,©  courtneyjbarry,[],,0.0,WangoTango,[],,,2,,2019-01-27 15:38:45.617025,1890,LouisTommo1DUK
2900,Sparkle Queens!,[],,0.0,wangotango,[],nan,,0,,2019-01-27 15:38:45.618294,1891,PumpRulesPod
2901,@musickillskate @stassi,[],,0.0,wangotango,[],,,1,,2019-01-27 15:38:45.618294,1891,PumpRulesPod
2902,・・・,[],,0.0,wangotango,[],,,2,,2019-01-27 15:38:45.618294,1891,PumpRulesPod
2903,Hanging out with our wang out.,[],,0.0,wangotango,[],,,3,,2019-01-27 15:38:45.618294,1891,PumpRulesPod
2904,"Brb, @LiamPayne is at !!",[],,0.0,WangoTango,[],,,0,,2019-01-27 15:38:45.618976,1892,touchinghalsey
2905,@NiallOfficial had all of  swooning over  &amp; more!,[],,0.0,"WangoTango, SlowHands, proud",[],,,0,,2019-01-27 15:38:45.619358,1893,Selxna1D
2906,I LOVE MAROON 5,[],,0.0,WangoTango,[],nan,,0,,2019-01-27 15:38:45.619788,1894,Gaby_991
2907,Hailee Steinfeld no Instagram Story da @Sisanie.,[],,0.0,WangoTango,"['Hailee Steinfeld', 'Instagram Story']",Hailee Steinfeld::*0*1*||Instagram Story::*3*4*||,,0,,2019-01-27 15:38:45.619946,1895,SummerBowden4
2908,2015 Outfit iconico,[],,0.0,"WangoTango, PREMIOSMTVMIAW, MTVINSTAGLCABELLO",['2015 Outfit'],2015 Outfit::*0*1*||,,0,,2019-01-27 15:38:45.620558,1896,garciacabello2
2909,Camila tonight via @901Music.,[],,0.0,"WangoTango, PREMIOSMTVMIAW, MTVINSTAGLCABELLO",[],,,0,,2019-01-27 15:38:45.621026,1897,garciacabello2
2910,My poor Niam heart,[],,0.0,WangoTango,['Niam'],Niam::*2*||,,0,,2019-01-27 15:38:45.621305,1898,simplizziety
2911,excited for  tonight!!!,[],,0.0,WangoTango,[],nan,,0,,2019-01-27 15:38:45.621703,1899,louismyilusion
2912,see all of your beautiful faces there,[],,0.0,WangoTango,[],nan,,1,,2019-01-27 15:38:45.621703,1899,louismyilusion
2913,Niall cantando 'On the Loose' esta tarde en el !,[],,0.0,WangoTango,['On the Loose'],On the Loose::*2*3*4*||,,0,,2019-01-27 15:38:45.621890,1900,janettaguillon
2914,@HaileeSteinfeld looked SO gorgeous up on our  stage!,[],,0.0,WangoTango,[],,,0,,2019-01-27 15:38:45.622431,1901,RosseJ_MY
2915,I WANT THAT RED VELVET I WANT THAT SUGAR SWEET,[],,0.0,"WangoTango, M5OnWangoTango",[],nan,,0,,2019-01-27 15:38:45.622849,1902,queenbiass
2916,SURPRISE.,[],,0.0,WangoTango,[],nan,,0,,2019-01-27 15:38:45.622998,1903,ajengfbrhm
2917,Liam Payne just showed up on the  yellow carpet 🔥 | @iHeartRadio,[],,0.0,WangoTango,['Liam Payne'],Liam Payne::*0*1*||,,1,,2019-01-27 15:38:45.622998,1903,ajengfbrhm
2918,This is,[],,0.0,WangoTango,[],nan,,0,,2019-01-27 15:38:45.623673,1904,grandefthaIsey
2919,"Liam Payne, Sofia Carson and Jordan Fisher Attend Wango Tango!",[],,0.0,WangoTango,[],nan,,0,,2019-01-27 15:38:45.623857,1905,srfHOPE2413
2920,So proud of this girl👏👏👏luv u so much,[],,0.0,nan,[],,,0,,2019-01-27 15:38:45.624192,1906,zel_alcazar
2921,⒉ Woodley,[],,0.0,"UFC211, WangoTango, trndnl",[],nan,,0,,2019-01-27 15:38:45.624628,1907,trendinaliaGB
2922,⒋ Kate Bush,[],,0.0,"UFC211, WangoTango, trndnl",[],nan,,1,,2019-01-27 15:38:45.624628,1907,trendinaliaGB
2923,⒌ Leeds Bradford Airport,[],,0.0,"UFC211, WangoTango, trndnl",[],nan,,2,,2019-01-27 15:38:45.624628,1907,trendinaliaGB
2924,2017/5/14 04:53 BST,[],,0.0,"UFC211, WangoTango, trndnl",[],nan,,3,,2019-01-27 15:38:45.624628,1907,trendinaliaGB
2925,HQ: Alessia backstage at  today,[],,0.0,WangoTango,['Alessia'],Alessia::*1*||,,0,,2019-01-27 15:38:45.625272,1908,outlawsharmony
2926,📸 | Liam at  tonight -5,[],,0.0,WangoTango,['Liam'],Liam::*2*||,,0,,2019-01-27 15:38:45.625871,1909,xElaPayneX
2927,"Slay, @HaileeSteinfeld!",[],,0.0,WangoTango,[],,,0,,2019-01-27 15:38:45.626401,1910,onedire79089870
2928,Camila no yellow carpet do  (HQ),[],,0.0,WangoTango,['HQ'],HQ::*5*||,,0,,2019-01-27 15:38:45.626666,1911,teenwolflovato
2929,Photos of Katy walking the  carpet (via @katyspics),[],,0.0,WangoTango,['Photos of Katy'],Photos of Katy::*0*1*2*||,,0,,2019-01-27 15:38:45.627158,1912,heartedkaty
2930,"Hailee Steinfeld cantando ""Starving"" no  - 13 de maio.",[],,0.0,WangoTango,"['Hailee Steinfeld', 'Starving']",Hailee Steinfeld::*0*1*||Starving::*3*||,,0,,2019-01-27 15:38:45.627673,1913,SummerBowden4
2931,Camila on the yellow carpet at,[],,0.0,WangoTango,[],,,0,,2019-01-27 15:38:45.628310,1914,Harmo__Army
2932,@aaroncarter hanging out at  Watch at,[],,0.0,WangoTango,['Watch'],Watch::*4*||,,0,,2019-01-27 15:38:45.628688,1915,jbeliebaa
2933,get this mess off my timeline,[],,0.0,nan,[],nan,,0,,2019-01-27 15:38:45.629140,1916,nialItheking
2934,she's cute,[],,0.0,nan,[],nan,,0,,2019-01-27 15:38:45.629277,1917,beIievelovato
2935,LOL LOL I AM ON TOP!!!!,[],,0.0,nan,[],nan,,0,,2019-01-27 15:38:45.629409,1918,YasminGoddess3
2936,Camila on stage at .,[],,0.0,WangoTango,[],,,0,,2019-01-27 15:38:45.629571,1919,dangerouscasey
2937,"i never needed you like i do right now, i never hated you like i do right now",[],,0.0,WangoTango,[],nan,,0,,2019-01-27 15:38:45.630003,1920,niallretardada
2938,tribute to PRINCE 💜💜  awesome!!,[],,0.0,WangoTango,['PRINCE'],PRINCE::*2*||,,0,,2019-01-27 15:38:45.630178,1921,slorena415
2939,@maroon5,[],,0.0,WangoTango,[],,,1,,2019-01-27 15:38:45.630178,1921,slorena415
2940,IG | Kells no Instagram story da @HaileeSteinfeld.,[],,0.0,WangoTango,"['Kells', 'Instagram']",Kells::*2*||Instagram::*4*||,,0,,2019-01-27 15:38:45.630628,1922,MGKUpdateBR
2941,@MileyCyrus performed her new single  for the FIRST TIME at @1027KIISFM !,[],,0.0,"Malibu, WangoTango",['FIRST TIME'],FIRST TIME::*7*8*||,,0,,2019-01-27 15:38:45.631173,1923,madipokey123
2942,See the video!,[],,0.0,"Malibu, WangoTango",[],,,1,,2019-01-27 15:38:45.631173,1923,madipokey123
2943,-&gt;,[],,0.0,"Malibu, WangoTango",[],,,2,,2019-01-27 15:38:45.631173,1923,madipokey123
2944,Niall cantando On The Loose en el  .,[],,0.0,WangoTango,['Loose'],Loose::*4*||,,0,,2019-01-27 15:38:45.632005,1924,NEIDA_1D200
2945,-CT♡,[],,0.0,WangoTango,[],nan,,1,,2019-01-27 15:38:45.632005,1924,NEIDA_1D200
2946,"Ostriches tried on skiing gear, and what happened next will stun you!",[],,0.0,"ostrich, ostrichski, WangoTango, UFC211",[],,,0,,2019-01-27 15:38:45.632585,1925,andrewl34343982
2947,",,,",[],,0.0,"ostrich, ostrichski, WangoTango, UFC211",[],,,1,,2019-01-27 15:38:45.632585,1925,andrewl34343982
2948,"May 13th: Niall performing ""On The Loose"" (via @chxudry) (2)",[],,0.0,WangoTango,"['May 13th: Niall', 'On The Loose']",May 13th: Niall::*0*1*2*||On The Loose::*4*5*6*||,,0,,2019-01-27 15:38:45.633195,1926,93_irishboy
2949,Hailee Steinfeld and Machine Gun Kelly perform onstage during 102.7 KIIS FM's 2017  on May 13 in Cali…,[],,0.0,WangoTango,"['Hailee Steinfeld', 'Machine Gun Kelly']",Hailee Steinfeld::*0*1*||Machine Gun Kelly::*3*4*5*||,,0,,2019-01-27 15:38:45.633826,1927,alreg50
2950,@LiamPayne watching @NiallOfficial at,[],,0.0,WANGOTANGO,[],,,0,,2019-01-27 15:38:45.634879,1928,LittlxTomlinson
2951,"🎥 | Niall performando ""Scared To Be Lonely"" (via @chxudry) (2)",[],,0.0,WangoTango,"['Niall', 'Scared To Be Lonely']",Niall::*2*||Scared To Be Lonely::*4*5*6*7*||,,0,,2019-01-27 15:38:45.635120,1929,1DinfiniteZayn
2952,@NiallOfficial @CapitolRecords Niall on stage at,[],,0.0,WangoTango,['Niall'],Niall::*2*||,,0,,2019-01-27 15:38:45.635746,1930,NiallsGaIlery
2953,That beautiful smile give me peace,[],,0.0,WangoTango,[],,,1,,2019-01-27 15:38:45.635746,1930,NiallsGaIlery
2954,Miley performing We Can't Stop!,[],,0.0,WangoTango,['Stop'],Stop::*4*||,,0,,2019-01-27 15:38:45.636370,1931,tinaalovesyou
2955,wtf is this,[],,0.0,nan,[],nan,,0,,2019-01-27 15:38:45.636797,1932,jaureguichken
2956,Camila and @machinegunkelly on stage at .,[],,0.0,WangoTango,[],,,0,,2019-01-27 15:38:45.636932,1933,LalYazareth
2957,Daddy [De Zayn] ahre.,[],,0.0,nan,['Daddy [De Zayn'],Daddy [De Zayn::*0*1*2*||,,0,,2019-01-27 15:38:45.637258,1934,lxrry_comeout
2958,OHNYGOD,[],,0.0,nan,[],nan,,0,,2019-01-27 15:38:45.637721,1935,niallxkyungsoo
2959,I'm pumped for zedd,[],,0.0,WangoTango,[],,,0,,2019-01-27 15:38:45.637867,1936,devonkosa
2960,Introduced @noahcyrus with mom and she crushed it :),[],,0.0,WangoTango,[],,,0,,2019-01-27 15:38:45.638165,1937,noahcyrus
2961,"@Camila_Cabello I love you, I'm so proud of you although you won't see this message and you won't follow me, you are amazing❤❤",[],,0.0,WangoTango,[],,,0,,2019-01-27 15:38:45.638543,1938,migueltv2504
2962,"YAS CAMILA, SLAY THAT WANGO TANGO STAGE!",[],,0.0,WangoTango,[],nan,,0,,2019-01-27 15:38:45.639182,1939,1DCarolinaMB
2963,@1027KIISFM   Can't wait for my first performance EVER of  🌊,[],,0.0,"WangoTango, Malibu",[],,,0,,2019-01-27 15:38:45.639319,1940,NaxhiooMunk
2964,Camila with fans backstage at,[],,0.0,WangoTango,[],,,0,,2019-01-27 15:38:45.639746,1941,saiiapichaya
2965,And Miley singing Jolene is my ultimate crack.,[],,0.0,nan,"['Miley', 'Jolene']",Miley::*1*||Jolene::*3*||,,0,,2019-01-27 15:38:45.640183,1942,SelenaGotMeLike
2966,Her backyard sessions are so so good.,[],,0.0,nan,[],,,1,,2019-01-27 15:38:45.640183,1942,SelenaGotMeLike
2967,So powerful.,[],,0.0,nan,[],,,2,,2019-01-27 15:38:45.640183,1942,SelenaGotMeLike
2968,WATCH THEM.,[],,0.0,nan,[],nan,,3,,2019-01-27 15:38:45.640183,1942,SelenaGotMeLike
2969,This is just the beginning y'all ✌🏽,[],,0.0,"WangoTango, Malibu",[],,,0,,2019-01-27 15:38:45.641149,1943,OurFemaleRebel
2970,You don't understand.,[],,0.0,WANGOTANGO,[],,,0,,2019-01-27 15:38:45.641503,1944,punsNpuppies
2971,@maroon5 is just heart eyes motherfucker.,[],,0.0,WANGOTANGO,[],,,1,,2019-01-27 15:38:45.641503,1944,punsNpuppies
2972,Camila no Instagram story da @ashlee_juno,[],,0.0,WangoTango,['Instagram'],Instagram::*2*||,,0,,2019-01-27 15:38:45.641967,1945,Cclmjauregui
2973,Niall perfoming 'On the Loose' at  (via @1027KIISFM),[],,0.0,WangoTango,['On the Loose'],On the Loose::*2*3*4*||,,0,,2019-01-27 15:38:45.642443,1946,oneuriection
2974,OH SHIT,[],,0.0,nan,[],nan,,0,,2019-01-27 15:38:45.642992,1947,seventeenlogic
2975,Niall is on the carpet!!,[],,0.0,WangoTango,[],,,0,,2019-01-27 15:38:45.643129,1948,MimiShikshin
2976,🔥 Who's excited to see him on stage tonight?!,[],,0.0,WangoTango,[],,,1,,2019-01-27 15:38:45.643129,1948,MimiShikshin
2977,| @iHeartRadio,[],,0.0,WangoTango,[],,,2,,2019-01-27 15:38:45.643129,1948,MimiShikshin
2978,We ran into a fan at  who had some special words for @NiallOfficial!,[],,0.0,WangoTango,[],,,0,,2019-01-27 15:38:45.643907,1949,paralesrosalyn
2979,❤️❤️❤️,[],,0.0,WangoTango,[],,,1,,2019-01-27 15:38:45.643907,1949,paralesrosalyn
2980,"""Let's Go Crazy"" by Prince - covered by @maroon5, live at",[],,0.0,"NowPlaying, WangoTango","[""Let's Go Crazy"", 'Prince']",Let's Go Crazy::*0*1*2*||Prince::*4*||,,0,,2019-01-27 15:38:45.644435,1950,dc408dxnow
2981,Normila is alive omg,[],,0.0,WangoTango,[],,,0,,2019-01-27 15:38:45.645076,1951,iggzdistortion
2982,@imjmichaels KILLED her performance of !,[],,0.0,"Issues, WangoTango",['KILLED'],KILLED::*1*||,,0,,2019-01-27 15:38:45.645444,1952,CSchevoli
